age,workclass,education,marital-status,occupation,race,hours-per-week,Salary
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,48, >50K
54, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, White,30, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
41, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
49, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, White,40, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,40, >50K
32, ?, HS-grad, Married-civ-spouse, ?, White,2, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, White,26, >50K
49, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
38, Private, Doctorate, Married-civ-spouse, Exec-managerial, White,36, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
40, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
76, ?, Some-college, Married-civ-spouse, ?, White,20, >50K
43, Federal-gov, Bachelors, Never-married, Exec-managerial, White,40, >50K
76, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White,30, >50K
41, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, White,45, >50K
47, Private, 10th, Married-civ-spouse, Machine-op-inspct, White,40, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
54, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, White,40, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Black,40, >50K
52, Private, Bachelors, Divorced, Exec-managerial, White,40, >50K
38, Private, Some-college, Married-civ-spouse, Tech-support, White,40, >50K
39, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, White,60, >50K
36, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
51, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
57, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
59, Private, 9th, Married-civ-spouse, Transport-moving, White,60, >50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, White,38, >50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,50, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, White,20, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,32, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Other,55, >50K
57, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White,40, >50K
41, Private, Some-college, Never-married, Craft-repair, White,60, >50K
36, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White,40, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, White,40, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
47, Private, Masters, Divorced, Prof-specialty, White,50, >50K
35, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, White,40, >50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,30, >50K
30, Private, Masters, Never-married, Prof-specialty, White,45, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo,48, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,60, >50K
90, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White,60, >50K
55, Private, Some-college, Married-civ-spouse, Protective-serv, Black,40, >50K
63, Private, Masters, Separated, Prof-specialty, White,40, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black,50, >50K
61, Private, 9th, Divorced, Handlers-cleaners, White,40, >50K
35, Private, Bachelors, Divorced, Tech-support, White,40, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, White,40, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, White,40, >50K
90, Private, Masters, Never-married, Exec-managerial, Black,50, >50K
35, Private, Assoc-voc, Divorced, Prof-specialty, White,40, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Black,60, >50K
37, Private, Some-college, Married-civ-spouse, Sales, White,45, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, White,43, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
53, Private, Bachelors, Divorced, Sales, White,43, >50K
51, Private, Some-college, Married-civ-spouse, Other-service, White,40, >50K
39, Private, Bachelors, Never-married, Prof-specialty, White,40, >50K
45, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, White,40, >50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, >50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, White,55, >50K
44, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,65, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, White,20, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
61, Private, Some-college, Married-civ-spouse, Tech-support, White,18, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, White,40, >50K
56, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,45, >50K
62, Self-emp-inc, Masters, Married-civ-spouse, Sales, White,45, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,75, >50K
53, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, White,40, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, White,80, >50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, White,50, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,35, >50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, White,72, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
34, State-gov, Masters, Married-civ-spouse, Prof-specialty, Black,40, >50K
42, State-gov, Doctorate, Divorced, Prof-specialty, White,60, >50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,60, >50K
34, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,38, >50K
40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,40, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
43, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
60, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Black,40, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, White,45, >50K
54, Private, Bachelors, Never-married, Exec-managerial, White,50, >50K
44, Private, Masters, Married-civ-spouse, Tech-support, White,20, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, White,70, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
29, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, White,45, >50K
29, Private, Bachelors, Never-married, Sales, White,50, >50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, White,45, >50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,43, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, White,48, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, White,38, >50K
53, State-gov, Doctorate, Married-civ-spouse, Adm-clerical, White,50, >50K
35, Private, Masters, Never-married, Craft-repair, White,50, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, White,50, >50K
21, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo,46, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
31, Private, Some-college, Married-civ-spouse, Farming-fishing, White,50, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
37, Private, Masters, Married-civ-spouse, Tech-support, White,60, >50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, White,50, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
62, Private, Some-college, Never-married, Craft-repair, White,39, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, White,41, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,40, >50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
53, Local-gov, HS-grad, Divorced, Craft-repair, Other,40, >50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, White,50, >50K
51, Private, Doctorate, Never-married, Prof-specialty, White,40, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, White,50, >50K
30, Private, Some-college, Never-married, Sales, White,50, >50K
40, Private, Some-college, Divorced, Adm-clerical, White,44, >50K
55, Private, Doctorate, Married-civ-spouse, Exec-managerial, White,80, >50K
53, Private, Masters, Married-civ-spouse, Sales, White,60, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
44, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,40, >50K
31, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,56, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,50, >50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,30, >50K
37, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, White,72, >50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, White,46, >50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
47, State-gov, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
38, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, White,45, >50K
24, Private, Bachelors, Married-civ-spouse, Sales, White,45, >50K
45, Private, Masters, Divorced, Transport-moving, White,48, >50K
46, Local-gov, Prof-school, Married-civ-spouse, Protective-serv, White,40, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, White,60, >50K
47, Private, HS-grad, Divorced, Exec-managerial, Black,40, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
56, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White,40, >50K
50, Private, Assoc-voc, Married-civ-spouse, Transport-moving, White,55, >50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
54, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,50, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
46, Private, Masters, Married-civ-spouse, Tech-support, Asian-Pac-Islander,40, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,55, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, White,40, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, White,45, >50K
49, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, White,60, >50K
53, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White,40, >50K
35, Private, Masters, Married-civ-spouse, Sales, White,40, >50K
53, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White,40, >50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,35, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, White,38, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,8, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White,40, >50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, White,60, >50K
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,38, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, White,40, >50K
36, Self-emp-not-inc, Masters, Never-married, Sales, White,45, >50K
36, Private, Masters, Married-civ-spouse, Sales, White,45, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,20, >50K
33, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, White,42, >50K
55, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White,55, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
57, Private, HS-grad, Divorced, Machine-op-inspct, White,40, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, White,38, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White,50, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, White,32, >50K
52, Private, Some-college, Married-spouse-absent, Adm-clerical, White,16, >50K
71, Private, Some-college, Widowed, Sales, White,35, >50K
53, Private, Some-college, Divorced, Craft-repair, White,48, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, White,30, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,55, >50K
35, Private, Bachelors, Never-married, Prof-specialty, White,50, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,36, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White,37, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,70, >50K
64, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,60, >50K
45, Private, Bachelors, Never-married, Prof-specialty, White,40, >50K
29, ?, Doctorate, Married-civ-spouse, ?, White,50, >50K
37, Self-emp-inc, 10th, Never-married, Transport-moving, White,50, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,50, >50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,50, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, White,60, >50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Sales, White,48, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
50, Private, Bachelors, Divorced, Exec-managerial, White,45, >50K
51, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,40, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, White,30, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
65, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,50, >50K
57, Self-emp-not-inc, 10th, Divorced, Exec-managerial, White,60, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,60, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, White,40, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,50, >50K
34, Private, Assoc-acdm, Never-married, Adm-clerical, Asian-Pac-Islander,60, >50K
78, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, White,20, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White,68, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,55, >50K
47, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Black,50, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,70, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, White,80, >50K
25, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
33, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,40, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
48, Federal-gov, Masters, Married-spouse-absent, Exec-managerial, White,50, >50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,55, >50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White,60, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black,40, >50K
36, Private, Assoc-voc, Married-civ-spouse, Sales, White,50, >50K
28, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,20, >50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White,60, >50K
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,50, >50K
45, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, White,55, >50K
79, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,35, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
60, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Amer-Indian-Eskimo,40, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, White,35, >50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, White,35, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, White,20, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
32, Private, Some-college, Divorced, Exec-managerial, White,50, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
35, Federal-gov, Masters, Never-married, Exec-managerial, White,40, >50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Black,40, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,60, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,45, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Black,40, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
67, Private, Masters, Married-civ-spouse, Prof-specialty, White,60, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White,60, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, White,40, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,55, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
59, Private, Doctorate, Married-civ-spouse, Exec-managerial, White,40, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,60, >50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,45, >50K
40, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, White,30, >50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
51, Private, Some-college, Married-civ-spouse, Sales, White,50, >50K
58, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, White,25, >50K
50, Private, Bachelors, Divorced, Exec-managerial, White,55, >50K
39, Private, Masters, Married-civ-spouse, Sales, White,50, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White,50, >50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, White,35, >50K
66, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
36, Private, Bachelors, Divorced, Prof-specialty, White,40, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, White,70, >50K
46, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
44, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, White,40, >50K
75, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Black,20, >50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, White,40, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,50, >50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
61, Private, Bachelors, Divorced, Adm-clerical, White,40, >50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,65, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, White,40, >50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo,48, >50K
33, State-gov, Some-college, Separated, Prof-specialty, White,40, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, White,50, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
49, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
74, Private, HS-grad, Widowed, Adm-clerical, White,40, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,35, >50K
34, Private, Bachelors, Never-married, Sales, White,40, >50K
42, Private, Some-college, Married-civ-spouse, Sales, White,25, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, White,70, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,30, >50K
42, Federal-gov, Masters, Never-married, Exec-managerial, White,60, >50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, White,60, >50K
52, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
38, Private, 10th, Never-married, Prof-specialty, White,90, >50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White,40, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,55, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, White,50, >50K
54, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, White,40, >50K
53, Self-emp-inc, 5th-6th, Married-civ-spouse, Sales, White,40, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,75, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, White,45, >50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, White,55, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
51, Self-emp-not-inc, Masters, Divorced, Exec-managerial, White,50, >50K
49, Self-emp-inc, Masters, Divorced, Prof-specialty, White,80, >50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
35, Private, Masters, Never-married, Prof-specialty, White,55, >50K
25, Private, Assoc-voc, Never-married, Sales, White,40, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, White,45, >50K
26, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White,45, >50K
48, Private, Some-college, Widowed, Sales, White,50, >50K
28, State-gov, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
34, Private, 10th, Married-civ-spouse, Craft-repair, White,45, >50K
55, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,30, >50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, White,52, >50K
61, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,40, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
41, Private, Some-college, Married-civ-spouse, Tech-support, White,40, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, White,45, >50K
23, Private, Some-college, Separated, Other-service, White,40, >50K
77, Self-emp-not-inc, 7th-8th, Married-spouse-absent, Adm-clerical, White,20, >50K
45, Self-emp-inc, Masters, Divorced, Sales, White,42, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black,40, >50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, White,40, >50K
40, Private, Some-college, Married-civ-spouse, Sales, White,50, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, White,55, >50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, White,40, >50K
56, Self-emp-inc, Masters, Divorced, Exec-managerial, White,60, >50K
72, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,25, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
46, Federal-gov, Doctorate, Never-married, Prof-specialty, White,50, >50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,40, >50K
52, State-gov, Masters, Never-married, Adm-clerical, White,70, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,32, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Black,50, >50K
47, Local-gov, HS-grad, Married-civ-spouse, Other-service, White,40, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
31, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,35, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White,40, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,35, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,45, >50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, White,25, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, White,60, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
